RANK,SEASON,TEAM,PLAYOFF_TEAM,AVERAGE_AGE,W,L,W/L%,PW,PL,MOV,SOS,SRS,ORTG,DRTG,NRTG,PACE,FT_RATE,3PA_RATE,TS%,OFFENSIVE_EFG%,OFFENSIVE_TOV%,OFFENSIVE_ORB%,OFFENSIVE_FT/FGA,DEFENSIVE_eFG%,DEFENSIVE_TOV%,DEFENSIVE_DRB%,DEFENSIVE_FT/FGA,ARENA,TOTAL_ATTENDANCE,ATTENDANCE/G
18.0,2013-2014,Denver Nuggets,0,26.0,36.0,46.0,0.43902439024390244,35,47,-2.15,0.75,-1.4,106.0,108.2,-2.2,98.1,0.306,0.278,0.536,0.49700000000000005,14.0,27.5,0.222,0.5,12.8,74.5,0.233,Pepsi Center,692898,16900
19.0,2013-2014,New York Knicks,0,28.3,37.0,45.0,0.45121951219512196,39,43,-0.79,-0.61,-1.4,108.3,109.1,-0.8,90.3,0.248,0.302,0.541,0.505,12.5,25.1,0.18899999999999997,0.514,14.0,74.3,0.245,Madison Square Garden (IV),812292,19812
20.0,2013-2014,Brooklyn Nets,1,30.0,44.0,38.0,0.5365853658536586,38,44,-1.0,-0.58,-1.58,106.7,107.7,-1.0,91.4,0.313,0.301,0.555,0.514,14.1,21.7,0.23600000000000002,0.509,14.9,72.3,0.23600000000000002,Barclays Center,707331,17252
21.0,2013-2014,New Orleans Pelicans,0,24.3,34.0,48.0,0.4146341463414634,33,49,-2.71,0.73,-1.98,107.2,110.1,-2.9,92.2,0.28600000000000003,0.193,0.537,0.495,12.9,26.9,0.22,0.515,13.6,73.8,0.249,Smoothie King Center,672029,16391
22.0,2013-2014,Sacramento Kings,0,24.9,28.0,54.0,0.34146341463414637,33,49,-2.9,0.82,-2.08,105.7,108.8,-3.1,94.4,0.331,0.218,0.532,0.484,13.9,27.8,0.251,0.512,12.7,76.6,0.23399999999999999,Sleep Train Arena,667949,16291
23.0,2013-2014,Cleveland Cavaliers,0,24.9,33.0,49.0,0.4024390243902439,32,50,-3.29,-0.57,-3.86,104.2,107.7,-3.5,93.1,0.268,0.23600000000000002,0.518,0.479,13.0,27.2,0.201,0.508,13.0,75.8,0.19899999999999998,Quicken Loans Arena,710522,17330
24.0,2013-2014,Detroit Pistons,0,24.7,29.0,53.0,0.35365853658536583,31,51,-3.66,-0.48,-4.13,105.9,109.7,-3.8,94.9,0.29600000000000004,0.222,0.514,0.48200000000000004,12.9,31.4,0.19899999999999998,0.52,13.8,73.4,0.218,The Palace of Auburn Hills,616005,15025
25.0,2013-2014,Boston Celtics,0,25.4,25.0,57.0,0.3048780487804878,28,54,-4.46,-0.51,-4.97,102.9,107.7,-4.8,93.3,0.248,0.251,0.517,0.47700000000000004,14.2,27.4,0.193,0.505,13.4,74.2,0.22699999999999998,TD Garden,742400,18107
26.0,2013-2014,Los Angeles Lakers,0,26.8,27.0,55.0,0.32926829268292684,25,57,-6.29,0.96,-5.33,104.2,110.6,-6.4,98.7,0.263,0.29100000000000004,0.542,0.505,13.7,20.2,0.19899999999999998,0.513,12.4,71.0,0.192,STAPLES Center,771974,18829
27.0,2013-2014,Orlando Magic,0,24.6,23.0,59.0,0.2804878048780488,26,56,-5.44,-0.44,-5.88,101.7,107.4,-5.7,93.6,0.253,0.235,0.525,0.48700000000000004,13.9,22.4,0.193,0.504,13.0,75.5,0.21100000000000002,Amway Center,666046,16245
28.0,2013-2014,Utah Jazz,0,24.5,25.0,57.0,0.3048780487804878,22,60,-7.17,0.91,-6.27,103.5,111.3,-7.8,91.4,0.271,0.237,0.523,0.484,13.9,25.5,0.20199999999999999,0.518,12.1,74.5,0.22699999999999998,EnergySolutions Arena,745203,18176
29.0,2013-2014,Milwaukee Bucks,0,24.7,15.0,67.0,0.18292682926829268,20,62,-8.18,-0.23,-8.41,103.0,111.8,-8.8,91.8,0.27399999999999997,0.231,0.519,0.479,14.1,27.1,0.204,0.52,13.2,71.4,0.225,BMO Harris Bradley Center,552067,13465
30.0,2013-2014,Philadelphia 76ers,0,23.4,19.0,63.0,0.23170731707317074,16,66,-10.45,-0.21,-10.66,99.4,109.9,-10.5,99.2,0.268,0.258,0.51,0.475,14.8,24.8,0.19,0.524,14.9,72.4,0.244,Wells Fargo Center,568632,13869
1.0,2014-2015,Golden State Warriors,1,26.6,67.0,15.0,0.8170731707317073,65,17,10.1,-0.09,10.01,111.6,101.4,10.2,98.3,0.239,0.311,0.5710000000000001,0.54,13.1,24.1,0.184,0.47,14.3,74.5,0.217,Oracle Arena,803436,19596
2.0,2014-2015,Los Angeles Clippers,1,28.8,56.0,26.0,0.6829268292682927,58,24,6.59,0.22,6.8,112.4,105.5,6.9,94.7,0.303,0.322,0.565,0.5329999999999999,11.6,22.8,0.215,0.493,13.2,75.7,0.231,STAPLES Center,785892,19168
3.0,2014-2015,San Antonio Spurs,1,29.8,55.0,27.0,0.6707317073170732,58,24,6.2,0.14,6.34,108.5,102.0,6.5,93.8,0.256,0.26899999999999996,0.555,0.517,13.1,23.4,0.2,0.484,13.3,77.3,0.19,AT&T Center,762855,18606
4.0,2014-2015,Atlanta Hawks,1,27.8,60.0,22.0,0.7317073170731707,56,26,5.43,-0.68,4.75,108.9,103.1,5.8,93.9,0.259,0.321,0.563,0.527,13.5,21.4,0.201,0.49200000000000005,14.9,73.4,0.185,Philips Arena,713909,17412
5.0,2014-2015,Portland Trail Blazers,1,27.0,51.0,31.0,0.6219512195121951,53,29,4.23,0.18,4.41,108.2,103.7,4.5,94.2,0.225,0.316,0.544,0.508,12.6,24.2,0.18,0.47600000000000003,11.3,76.2,0.182,Moda Center,798368,19472
6.0,2014-2015,Cleveland Cavaliers,1,26.9,53.0,29.0,0.6463414634146342,53,29,4.48,-0.4,4.08,111.1,106.3,4.8,92.3,0.287,0.33399999999999996,0.557,0.52,13.4,26.8,0.21600000000000003,0.502,12.6,74.7,0.177,Quicken Loans Arena,843042,20562
7.0,2014-2015,Houston Rockets,1,27.6,56.0,26.0,0.6829268292682927,50,32,3.44,0.38,3.82,107.0,103.4,3.6,96.5,0.312,0.392,0.5479999999999999,0.512,15.0,26.8,0.223,0.486,14.6,72.9,0.20800000000000002,Toyota Center,747412,18230
8.0,2014-2015,Memphis Grizzlies,1,29.6,55.0,27.0,0.6707317073170732,50,32,3.24,0.38,3.62,105.7,102.2,3.5,92.0,0.276,0.184,0.531,0.489,12.6,24.7,0.214,0.49200000000000005,14.5,75.3,0.183,FedEx Forum,710502,17329
9.0,2014-2015,Dallas Mavericks,1,29.9,50.0,32.0,0.6097560975609756,49,33,2.9,0.46,3.36,109.5,106.4,3.1,95.2,0.262,0.29600000000000004,0.55,0.515,11.9,23.6,0.19699999999999998,0.503,14.7,72.2,0.204,American Airlines Center,827702,20188
10.0,2014-2015,Chicago Bulls,1,28.8,50.0,32.0,0.6097560975609756,50,32,3.0,-0.46,2.54,107.5,104.3,3.2,92.8,0.304,0.26899999999999996,0.536,0.489,12.9,27.0,0.23800000000000002,0.473,11.3,74.4,0.182,United Center,886612,21625
11.0,2014-2015,Oklahoma City Thunder,0,25.4,45.0,37.0,0.5487804878048781,47,35,2.18,0.28,2.47,107.8,105.5,2.3,95.7,0.284,0.262,0.532,0.49200000000000005,13.1,28.9,0.214,0.489,12.4,75.6,0.213,Chesapeake Energy Arena,746323,18203
12.0,2014-2015,Toronto Raptors,1,26.1,49.0,33.0,0.5975609756097561,49,33,3.07,-0.62,2.45,111.0,107.7,3.3,92.8,0.295,0.302,0.5529999999999999,0.508,12.0,25.6,0.23199999999999998,0.506,13.4,73.3,0.20800000000000002,Air Canada Centre,809824,19752
13.0,2014-2015,New Orleans Pelicans,1,25.3,45.0,37.0,0.5487804878048781,43,39,0.79,0.34,1.13,108.2,107.3,0.9,91.4,0.263,0.233,0.537,0.501,12.5,27.1,0.198,0.496,11.7,75.1,0.195,Smoothie King Center,683757,16677
14.0,2014-2015,Utah Jazz,0,23.4,38.0,44.0,0.4634146341463415,42,40,0.22,0.49,0.71,105.1,104.9,0.2,90.4,0.297,0.27399999999999997,0.531,0.494,14.6,29.1,0.214,0.491,12.8,76.3,0.19899999999999998,EnergySolutions Arena,772059,18831
15.0,2014-2015,Washington Wizards,1,28.6,46.0,36.0,0.5609756097560976,43,39,0.72,-0.55,0.17,103.7,103.0,0.7,93.7,0.259,0.203,0.534,0.499,14.0,24.9,0.192,0.48100000000000004,12.9,77.3,0.21,Verizon Center,747796,18239
16.0,2014-2015,Milwaukee Bucks,1,24.6,41.0,41.0,0.5,42,40,0.43,-0.52,-0.09,102.7,102.2,0.5,94.1,0.258,0.223,0.536,0.499,15.5,25.4,0.195,0.48700000000000004,15.9,73.3,0.221,BMO Harris Bradley Center,593910,14813
17.0,2014-2015,Indiana Pacers,0,28.3,38.0,44.0,0.4634146341463415,42,40,0.28,-0.51,-0.23,103.5,103.2,0.3,93.2,0.266,0.255,0.523,0.484,13.1,24.0,0.201,0.478,12.0,77.9,0.217,Bankers Life Fieldhouse,691434,16864
18.0,2014-2015,Phoenix Suns,0,25.7,39.0,43.0,0.47560975609756095,38,44,-0.9,0.52,-0.38,105.3,106.2,-0.9,96.3,0.251,0.29100000000000004,0.537,0.501,13.7,24.5,0.191,0.49700000000000005,14.0,73.5,0.221,US Airways Center,693862,16923
19.0,2014-2015,Boston Celtics,1,25.0,40.0,42.0,0.4878048780487805,41,41,0.16,-0.56,-0.4,104.7,104.5,0.2,95.8,0.233,0.28,0.523,0.489,12.5,24.7,0.17600000000000002,0.494,13.7,75.0,0.20800000000000002,TD Garden,721350,17594
20.0,2014-2015,Detroit Pistons,0,25.9,32.0,50.0,0.3902439024390244,38,44,-1.0,-0.39,-1.39,105.3,106.4,-1.1,92.8,0.261,0.29,0.515,0.48200000000000004,12.3,27.7,0.184,0.502,13.2,75.0,0.192,The Palace of Auburn Hills,625917,15266
